MODEL,MAKE,MODEL,VEHICLE CLASS,ENGINE SIZE,CYLINDERS,TRANSMISSION,FUEL,FUEL CONSUMPTION*,,,,CO2 EMISSIONS ,,
YEAR,,# = high output engine,,(L),,,TYPE,CITY (L/100 km),HWY (L/100 km),COMB (L/100 km),COMB (mpg),(g/km),,
2005,CHEVROLET,K1500 TAHOE AWD FFV,SUV,5.3,8,A4,X,19.8,15.5,17.9,16,412,,
2005,CHEVROLET,K1500 TAHOE AWD FFV,SUV,5.3,8,A4,E,26.3,20.8,23.8,12,381,,
2005,CHEVROLET,MALIBU,MID-SIZE,2.2,4,A4,X,11.2,7.9,9.7,29,223,,
2005,CHEVROLET,MALIBU,MID-SIZE,3.5,6,A4,X,11.9,8.0,10.2,28,235,,
2005,CHEVROLET,MALIBU MAXX,FULL-SIZE,3.5,6,A4,X,11.9,8.0,10.2,28,235,,
2005,CHEVROLET,MONTE CARLO,MID-SIZE,3.4,6,A4,X,12.6,8.1,10.6,27,244,,
2005,CHEVROLET,MONTE CARLO,MID-SIZE,3.8,6,A4,X,13.3,8.5,11.1,25,255,,
2005,CHEVROLET,MONTE CARLO #,MID-SIZE,3.8,6,A4,Z,15.0,9.7,12.6,22,290,,
2005,CHEVROLET,OPTRA,COMPACT,2.0,4,A4,X,12.3,8.8,10.7,26,246,,
2005,CHEVROLET,OPTRA,COMPACT,2.0,4,M5,X,12.1,8.8,10.6,27,244,,
2005,CHEVROLET,OPTRA WAGON,STATION WAGON - SMALL,2.0,4,A4,X,12.3,8.8,10.7,26,246,,
2005,CHEVROLET,OPTRA WAGON,STATION WAGON - SMALL,2.0,4,M5,X,12.1,8.8,10.6,27,244,,
2005,CHEVROLET,SSR PICKUP,PICKUP TRUCK - STANDARD,6.0,8,A4,Z,18.3,14.2,16.4,17,377,,
2005,CHEVROLET,SSR PICKUP,PICKUP TRUCK - STANDARD,6.0,8,M6,Z,19.9,12.6,16.6,17,382,,
2005,CHEVROLET,TRAILBLAZER,SUV,4.2,6,A4,X,16.8,12.2,14.7,19,338,,
2005,CHEVROLET,TRAILBLAZER 4X4,SUV,4.2,6,A4,X,17.3,12.5,15.1,19,347,,
2005,CHEVROLET,TRAILBLAZER EXT,SUV,4.2,6,A4,X,17.8,13.1,15.7,18,361,,
2005,CHEVROLET,TRAILBLAZER EXT,SUV,5.3,8,A4,X,17.6,12.6,15.3,18,352,,
2005,CHEVROLET,TRAILBLAZER EXT 4X4,SUV,4.2,6,A4,X,19.0,13.8,16.7,17,384,,
2005,CHEVROLET,TRAILBLAZER EXT 4X4,SUV,5.3,8,A4,X,18.4,13.5,16.2,17,373,,
2005,CHEVROLET,UPLANDER,MINIVAN,3.5,6,A4,X,14.9,10.4,12.9,22,297,,
2005,CHEVROLET,UPLANDER AWD,MINIVAN,3.5,6,A4,X,15.4,11.2,13.5,21,311,,
2005,CHEVROLET,VENTURE,MINIVAN,3.4,6,A4,X,14.2,9.8,12.2,23,281,,
2005,CHRYSLER,300,FULL-SIZE,3.5,6,A4,X,13.7,9.6,11.9,24,274,,
2005,CHRYSLER,300 AWD,FULL-SIZE,3.5,6,AS5,X,15.5,10.6,13.3,21,306,,
2005,CHRYSLER,300C (MDS),FULL-SIZE,5.7,8,AS5,X,15.5,10.4,13.2,21,304,,
2005,CHRYSLER,300C AWD (MDS),FULL-SIZE,5.7,8,AS5,X,15.2,10.6,13.2,21,304,,
2005,CHRYSLER,300C SRT8,FULL-SIZE,6.1,8,AS5,Z,18.3,12.8,15.8,18,363,,
2005,CHRYSLER,CROSSFIRE,TWO-SEATER,3.2,6,AS5,Z,12.7,9.3,11.1,25,255,,
2005,CHRYSLER,CROSSFIRE,TWO-SEATER,3.2,6,M6,Z,15.7,10.1,13.2,21,304,,
2005,CHRYSLER,CROSSFIRE ROADSTER,TWO-SEATER,3.2,6,AS5,Z,12.7,9.3,11.1,25,255,,
2005,CHRYSLER,CROSSFIRE ROADSTER,TWO-SEATER,3.2,6,M6,Z,15.7,10.1,13.2,21,304,,
2005,CHRYSLER,CROSSFIRE ROADSTER SRT6 #,TWO-SEATER,3.2,6,AS5,Z,15.3,10.6,13.2,21,304,,
2005,CHRYSLER,CROSSFIRE SRT6 #,TWO-SEATER,3.2,6,AS5,Z,15.3,10.6,13.2,21,304,,
2005,CHRYSLER,PACIFICA,SUV,3.5,6,AS4,X,15.7,11.1,13.6,21,313,,
2005,CHRYSLER,PACIFICA,SUV,3.8,6,AS4,X,15.0,10.3,12.9,22,297,,
2005,CHRYSLER,PACIFICA AWD,SUV,3.5,6,AS4,X,15.9,11.5,13.9,20,320,,
2005,CHRYSLER,PT CRUISER,SUV,2.4,4,A4,X,12.5,9.6,11.2,25,258,,
2005,CHRYSLER,PT CRUISER,SUV,2.4,4,M5,X,11.2,8.9,10.2,28,235,,
2005,CHRYSLER,PT CRUISER CONVERTIBLE,SUBCOMPACT,2.4,4,A4,X,12.5,9.6,11.2,25,258,,
2005,CHRYSLER,PT CRUISER CONVERTIBLE,SUBCOMPACT,2.4,4,M5,X,11.2,8.9,10.2,28,235,,
2005,CHRYSLER,PT TURBO,SUV,2.4,4,A4,X,12.9,9.6,11.4,25,262,,
2005,CHRYSLER,PT TURBO #,SUV,2.4,4,AS4,X,12.9,9.6,11.4,25,262,,
2005,CHRYSLER,PT TURBO #,SUV,2.4,4,M5,X,11.8,9.4,10.7,26,246,,
2005,CHRYSLER,PT TURBO CONVERTIBLE,SUBCOMPACT,2.4,4,A4,X,12.9,9.6,11.4,25,262,,
2005,CHRYSLER,PT TURBO CONVERTIBLE #,SUBCOMPACT,2.4,4,AS4,X,12.9,9.6,11.4,25,262,,
2005,CHRYSLER,PT TURBO CONVERTIBLE #,SUBCOMPACT,2.4,4,M5,X,11.8,9.4,10.7,26,246,,
2005,CHRYSLER,SEBRING,MID-SIZE,2.4,4,A4,X,12.0,8.7,10.5,27,242,,
2005,CHRYSLER,SEBRING,MID-SIZE,2.7,6,A4,X,12.7,9.3,11.1,25,255,,
2005,CHRYSLER,SEBRING,MID-SIZE,2.7,6,AS4,X,12.6,9.1,11.0,26,253,,
2005,CHRYSLER,SEBRING CONVERTIBLE,COMPACT,2.7,6,A4,X,12.7,9.3,11.1,25,255,,
2005,CHRYSLER,SEBRING CONVERTIBLE,COMPACT,2.7,6,AS4,X,12.6,9.1,11.0,26,253,,
2005,CHRYSLER,SEBRING FFV,MID-SIZE,2.7,6,A4,X,12.7,9.3,11.1,25,255,,
2005,CHRYSLER,SEBRING FFV,MID-SIZE,2.7,6,A4,E,16.7,12.5,14.8,19,237,,
2005,CHRYSLER,TOWN & COUNTRY,MINIVAN,3.8,6,A4,X,15.0,10.3,12.9,22,297,,
2005,DODGE,CARAVAN,MINIVAN,3.3,6,A4,X,13.7,9.7,11.9,24,274,,
2005,DODGE,CARAVAN C/V,MINIVAN,3.3,6,A4,X,13.7,9.7,11.9,24,274,,
2005,DODGE,CARAVAN C/V FFV,MINIVAN,3.3,6,A4,X,13.5,9.7,11.8,24,271,,
2005,DODGE,CARAVAN C/V FFV,MINIVAN,3.3,6,A4,E,20.4,14.6,17.8,16,285,,
2005,DODGE,CARAVAN FFV,MINIVAN,3.3,6,A4,X,13.5,9.7,11.8,24,271,,
2005,DODGE,CARAVAN FFV,MINIVAN,3.3,6,A4,E,20.4,14.6,17.8,16,285,,
2005,DODGE,DAKOTA,PICKUP TRUCK - STANDARD,3.7,6,A4,X,16.1,11.5,14.0,20,322,,
2005,DODGE,DAKOTA,PICKUP TRUCK - STANDARD,3.7,6,M6,X,15.3,11.7,13.7,21,315,,
2005,DODGE,DAKOTA,PICKUP TRUCK - STANDARD,4.7,8,A5,X,18.1,13.0,15.8,18,363,,
2005,DODGE,DAKOTA,PICKUP TRUCK - STANDARD,4.7,8,M6,X,17.7,12.7,15.4,18,354,,
2005,DODGE,DAKOTA #,PICKUP TRUCK - STANDARD,4.7,8,A5,X,18.1,13.0,15.8,18,363,,
2005,DODGE,DAKOTA 4X4,PICKUP TRUCK - STANDARD,3.7,6,A4,X,17.2,13.3,15.4,18,354,,
2005,DODGE,DAKOTA 4X4,PICKUP TRUCK - STANDARD,3.7,6,M6,X,16.0,12.7,14.5,19,334,,
2005,DODGE,DAKOTA 4X4,PICKUP TRUCK - STANDARD,4.7,8,A5,X,18.1,13.0,15.8,18,363,,
2005,DODGE,DAKOTA 4X4,PICKUP TRUCK - STANDARD,4.7,8,M6,X,17.8,12.8,15.5,18,357,,
2005,DODGE,DAKOTA 4X4 #,PICKUP TRUCK - STANDARD,4.7,8,A5,X,18.1,13.0,15.8,18,363,,
2005,DODGE,DURANGO 4X4,SUV,4.7,8,A5,X,19.0,14.2,16.9,17,389,,
2005,DODGE,DURANGO 4X4,SUV,5.7,8,A5,X,19.9,14.2,17.3,16,398,,
2005,DODGE,GRAND CARAVAN,MINIVAN,3.3,6,A4,X,14.5,10.1,12.5,23,288,,
2005,DODGE,GRAND CARAVAN,MINIVAN,3.8,6,A4,X,15.0,10.3,12.9,22,297,,
2005,DODGE,GRAND CARAVAN C/V,MINIVAN,3.3,6,A4,X,13.7,9.7,11.9,24,274,,
2005,DODGE,GRAND CARAVAN C/V FFV,MINIVAN,3.3,6,A4,X,13.5,9.7,11.8,24,271,,
2005,DODGE,GRAND CARAVAN C/V FFV,MINIVAN,3.3,6,A4,E,20.4,14.6,17.8,16,285,,
2005,DODGE,GRAND CARAVAN FFV,MINIVAN,3.3,6,A4,X,14.7,10.4,12.8,22,294,,
2005,DODGE,GRAND CARAVAN FFV,MINIVAN,3.3,6,A4,E,20.4,14.6,17.8,16,285,,
2005,DODGE,MAGNUM,SUV,2.7,6,A4,X,12.9,9.1,11.2,25,258,,
2005,DODGE,MAGNUM,SUV,3.5,6,A4,X,13.7,9.6,11.9,24,274,,
2005,DODGE,MAGNUM AWD,SUV,3.5,6,AS5,X,15.5,10.6,13.3,21,306,,
2005,DODGE,MAGNUM RT (MDS),SUV,5.7,8,AS5,X,15.5,10.4,13.2,21,304,,
2005,DODGE,MAGNUM RT AWD (MDS),SUV,5.7,8,AS5,X,15.2,10.6,13.2,21,304,,
2005,DODGE,RAM 1500,PICKUP TRUCK - STANDARD,3.7,6,A4,X,17.2,12.1,14.9,19,343,,
2005,DODGE,RAM 1500,PICKUP TRUCK - STANDARD,3.7,6,M6,X,15.3,11.8,13.7,21,315,,
2005,DODGE,RAM 1500,PICKUP TRUCK - STANDARD,4.7,8,A5,X,18.8,13.6,16.5,17,380,,
2005,DODGE,RAM 1500,PICKUP TRUCK - STANDARD,4.7,8,M6,X,18.6,13.7,16.4,17,377,,
2005,DODGE,RAM 1500,PICKUP TRUCK - STANDARD,5.7,8,A5,X,19.8,14.1,17.2,16,396,,
2005,DODGE,RAM 1500 4X4,PICKUP TRUCK - STANDARD,4.7,8,A5,X,19.0,14.2,16.9,17,389,,
2005,DODGE,RAM 1500 4X4,PICKUP TRUCK - STANDARD,4.7,8,M6,X,19.1,14.6,17.1,17,393,,
2005,DODGE,RAM 1500 4X4,PICKUP TRUCK - STANDARD,5.7,8,A5,X,19.9,14.2,17.3,16,398,,
2005,DODGE,RAM 1500 4X4 FFV,PICKUP TRUCK - STANDARD,4.7,8,A5,X,21.4,15.8,18.9,15,435,,
2005,DODGE,RAM 1500 4X4 FFV,PICKUP TRUCK - STANDARD,4.7,8,A5,E,29.1,22.1,26.0,11,416,,
2005,DODGE,RAM 1500 FFV,PICKUP TRUCK - STANDARD,4.7,8,A5,X,21.6,15.9,19.0,15,437,,
2005,DODGE,RAM 1500 FFV,PICKUP TRUCK - STANDARD,4.7,8,A5,E,29.1,22.1,26.0,11,416,,
2005,DODGE,RAM SRT-10,PICKUP TRUCK - STANDARD,8.3,10,A4,Z,28.5,20.5,24.9,11,573,,
2005,DODGE,RAM SRT-10,PICKUP TRUCK - STANDARD,8.3,10,M6,Z,27.3,17.3,22.8,12,524,,
2005,DODGE,SRT-4 #,COMPACT,2.4,4,M5,X,12.2,8.6,10.6,27,244,,
2005,DODGE,SX 2.0,COMPACT,2.0,4,A4,X,10.6,8.0,9.5,30,219,,
2005,DODGE,SX 2.0,COMPACT,2.0,4,M5,X,9.3,7.1,8.3,34,191,,
2005,DODGE,VIPER SRT-10,TWO-SEATER,8.3,10,M6,Z,21.5,12.6,17.5,16,403,,
2005,FERRARI,360 MODENA,TWO-SEATER,3.6,8,AS6,Z,24.6,15.8,20.6,14,474,,
2005,FERRARI,360 MODENA,TWO-SEATER,3.6,8,M6,Z,24.1,16.0,20.5,14,472,,
2005,FERRARI,360 SPIDER,TWO-SEATER,3.6,8,AS6,Z,24.6,15.8,20.6,14,474,,
2005,FERRARI,360 SPIDER,TWO-SEATER,3.6,8,M6,Z,24.1,16.0,20.5,14,472,,
2005,FERRARI,575M MARANELLO,TWO-SEATER,5.7,12,AS6,Z,25.4,15.1,20.8,14,478,,
2005,FERRARI,575M MARANELLO,TWO-SEATER,5.7,12,M6,Z,27.0,15.9,22.0,13,506,,
2005,FERRARI,612 SCAGLIETTI,MID-SIZE,5.7,12,AS6,Z,25.1,15.1,20.6,14,474,,
2005,FERRARI,612 SCAGLIETTI,MID-SIZE,5.7,12,M6,Z,24.2,15.2,20.2,14,465,,
2005,FORD,CROWN VICTORIA,FULL-SIZE,4.6,8,A4,X,14.7,10.2,12.7,22,292,,
2005,FORD,E150 CLUB WAGON,VAN - PASSENGER,4.6,8,A4,X,17.9,13.5,15.9,18,366,,
2005,FORD,E150 CLUB WAGON,VAN - PASSENGER,5.4,8,A4,X,20.0,15.2,17.8,16,409,,
2005,FORD,E150 VAN,VAN - CARGO,4.6,8,A4,X,17.4,13.1,15.5,18,357,,
2005,FORD,E150 VAN,VAN - CARGO,5.4,8,A4,X,18.6,14.6,16.8,17,386,,
2005,FORD,ESCAPE,SUV,2.3,4,A4,X,12.3,10.2,11.4,25,262,,
2005,FORD,ESCAPE,SUV,2.3,4,M5,X,11.1,8.7,10.0,28,230,,
2005,FORD,ESCAPE,SUV,3.0,6,A4,X,13.5,10.4,12.1,23,278,,
2005,FORD,ESCAPE 4X4,SUV,2.3,4,A4,X,14.3,11.7,13.1,22,301,,
2005,FORD,ESCAPE 4X4,SUV,3.0,6,A4,X,14.9,11.7,13.4,21,308,,
2005,FORD,ESCAPE HYBRID,SUV,2.3,4,AV,X,7.8,8.3,8.0,35,184,,
2005,FORD,ESCAPE HYBRID 4X4,SUV,2.3,4,AV,X,8.3,8.9,8.6,33,198,,
2005,FORD,EXPEDITION 4X4,SUV,5.4,8,A4,X,18.5,14.2,16.6,17,382,,
2005,FORD,EXPLORER 4X4,SUV,4.6,8,A5,X,18.7,13.8,16.5,17,380,,
2005,FORD,EXPLORER 4X4 FFV,SUV,4.0,6,A5,X,17.3,13.0,15.4,18,354,,
2005,FORD,EXPLORER 4X4 FFV,SUV,4.0,6,A5,E,22.9,17.3,20.3,14,325,,
2005,FORD,EXPLORER SPORT TRAC 4X4 FFV,PICKUP TRUCK - STANDARD,4.0,6,A5,X,17.3,13.0,15.4,18,354,,
2005,FORD,EXPLORER SPORT TRAC 4X4 FFV,PICKUP TRUCK - STANDARD,4.0,6,A5,E,22.9,17.3,20.3,14,325,,
2005,FORD,EXPLORER SPORT TRAC FFV,PICKUP TRUCK - STANDARD,4.0,6,A5,X,16.6,12.5,14.7,19,338,,
2005,FORD,EXPLORER SPORT TRAC FFV,PICKUP TRUCK - STANDARD,4.0,6,A5,E,21.8,16.3,19.3,15,309,,
2005,FORD,F150,PICKUP TRUCK - STANDARD,4.2,6,A4,X,17.9,13.4,15.8,18,363,,
2005,FORD,F150,PICKUP TRUCK - STANDARD,4.2,6,M5,X,17.7,12.7,15.4,18,354,,
2005,FORD,F150,PICKUP TRUCK - STANDARD,4.6,8,A4,X,17.8,13.4,15.8,18,363,,
2005,FORD,F150,PICKUP TRUCK - STANDARD,5.4,8,A4,X,17.3,13.6,15.7,18,361,,
2005,FORD,F150 4X4,PICKUP TRUCK - STANDARD,4.6,8,A4,X,19.1,14.5,17.1,17,393,,
2005,FORD,F150 4X4,PICKUP TRUCK - STANDARD,5.4,8,A4,X,18.5,14.2,16.6,17,382,,
2005,FORD,FIVE-HUNDRED,FULL-SIZE,3.0,6,A6,X,12.7,8.9,11.0,26,253,,
2005,FORD,FIVE-HUNDRED,FULL-SIZE,3.0,6,AV,X,13.4,9.4,11.6,24,267,,
2005,FORD,FIVE-HUNDRED AWD,FULL-SIZE,3.0,6,AV,X,13.9,10.1,12.2,23,281,,
2005,FORD,FOCUS,COMPACT,2.0,4,A4,X,10.5,8.1,9.4,30,216,,
2005,FORD,FOCUS,COMPACT,2.0,4,M5,X,10.5,7.4,9.1,31,209,,
2005,FORD,FOCUS,COMPACT,2.3,4,M5,X,12.0,8.2,10.3,27,237,,
2005,FORD,FOCUS WAGON,STATION WAGON - MID-SIZE,2.0,4,A4,X,10.5,8.1,9.4,30,216,,
2005,FORD,FOCUS WAGON,STATION WAGON - MID-SIZE,2.0,4,M5,X,10.5,7.4,9.1,31,209,,
2005,FORD,FREESTAR VAN,VAN - CARGO,3.9,6,A4,X,14.7,11.0,13.0,22,299,,
2005,FORD,FREESTAR WAGON,MINIVAN,4.2,6,A4,X,15.2,11.3,13.5,21,311,,
2005,FORD,FREESTYLE,SUV,3.0,6,AV,X,13.2,9.6,11.6,24,267,,
2005,FORD,FREESTYLE AWD,SUV,3.0,6,AV,X,14.0,10.5,12.5,23,288,,
2005,FORD,GRAND MARQUIS,FULL-SIZE,4.6,8,A4,X,14.7,10.2,12.7,22,292,,
2005,FORD,MUSTANG,COMPACT,4.0,6,AS5,X,13.9,10.1,12.2,23,281,,
2005,FORD,MUSTANG,COMPACT,4.0,6,M5,X,13.8,9.0,11.7,24,269,,
2005,FORD,MUSTANG,COMPACT,4.6,8,AS5,X,14.9,10.9,13.1,22,301,,
2005,FORD,MUSTANG,COMPACT,4.6,8,M5,X,15.6,10.4,13.3,21,306,,
2005,FORD,RANGER,PICKUP TRUCK - STANDARD,2.3,4,A5,X,12.2,9.8,11.2,25,258,,
2005,FORD,RANGER,PICKUP TRUCK - STANDARD,2.3,4,M5,X,11.4,8.9,10.3,27,237,,
2005,FORD,RANGER,PICKUP TRUCK - STANDARD,3.0,6,A5,X,14.9,11.4,13.3,21,306,,
2005,FORD,RANGER,PICKUP TRUCK - STANDARD,3.0,6,M5,X,14.8,11.0,13.1,22,301,,
2005,FORD,RANGER,PICKUP TRUCK - STANDARD,4.0,6,A5,X,15.5,11.4,13.7,21,315,,
2005,FORD,RANGER,PICKUP TRUCK - STANDARD,4.0,6,M5,X,15.3,11.4,13.6,21,313,,
2005,FORD,RANGER 4X4,PICKUP TRUCK - STANDARD,4.0,6,A5,X,16.8,12.8,15.0,19,345,,
2005,FORD,RANGER 4X4,PICKUP TRUCK - STANDARD,4.0,6,M5,X,16.9,13.5,15.4,18,354,,
2005,FORD,TAURUS,MID-SIZE,3.0,6,A4,X,13.3,9.5,11.6,24,267,,
2005,FORD,TAURUS #,MID-SIZE,3.0,6,A4,X,13.3,9.5,11.6,24,267,,
2005,FORD,TAURUS FFV,MID-SIZE,3.0,6,A4,X,13.6,9.5,11.8,24,271,,
2005,FORD,TAURUS FFV,MID-SIZE,3.0,6,A4,E,17.8,12.5,15.4,18,246,,
2005,FORD,TAURUS WAGON,STATION WAGON - MID-SIZE,3.0,6,A4,X,13.9,10.1,12.2,23,281,,
2005,FORD,TAURUS WAGON #,STATION WAGON - MID-SIZE,3.0,6,A4,X,14.2,9.6,12.1,23,278,,
2005,FORD,TAURUS WAGON FFV,STATION WAGON - MID-SIZE,3.0,6,A4,X,14.2,9.9,12.3,23,283,,
2005,FORD,TAURUS WAGON FFV,STATION WAGON - MID-SIZE,3.0,6,A4,E,18.6,13.1,16.2,17,259,,
2005,FORD,THUNDERBIRD,TWO-SEATER,3.9,8,AS5,Z,14.9,10.6,13.0,22,299,,
2005,FORD,THUNDERBIRD SST,TWO-SEATER,3.9,8,AS5,Z,15.1,10.5,13.0,22,299,,
2005,GMC,C1500 SIERRA,PICKUP TRUCK - STANDARD,4.3,6,A4,X,16.4,12.1,14.5,19,334,,
2005,GMC,C1500 SIERRA,PICKUP TRUCK - STANDARD,4.3,6,M5,X,17.3,12.1,15.0,19,345,,
2005,GMC,C1500 SIERRA,PICKUP TRUCK - STANDARD,4.8,8,A4,X,16.0,12.2,14.3,20,329,,
2005,GMC,C1500 SIERRA,PICKUP TRUCK - STANDARD,4.8,8,M5,X,16.7,12.1,14.6,19,336,,
2005,GMC,C1500 SIERRA,PICKUP TRUCK - STANDARD,5.3,8,A4,X,16.7,12.5,14.8,19,340,,
2005,GMC,C1500 SIERRA,PICKUP TRUCK - STANDARD,6.0,8,A4,Z,18.3,14.2,16.4,17,377,,
2005,GMC,C1500 SIERRA FFV,PICKUP TRUCK - STANDARD,5.3,8,A4,X,16.4,12.1,14.5,19,334,,
2005,GMC,C1500 SIERRA FFV,PICKUP TRUCK - STANDARD,5.3,8,A4,E,21.5,15.8,18.9,15,302,,
2005,GMC,C1500 SIERRA HYBRID,PICKUP TRUCK - STANDARD,5.3,8,A4,X,14.8,12.2,13.6,21,313,,
2005,GMC,C1500 YUKON,SUV,4.8,8,A4,X,16.8,12.7,15.0,19,345,,
2005,GMC,C1500 YUKON,SUV,5.3,8,A4,X,18.1,14.1,16.3,17,375,,
2005,GMC,C1500 YUKON FFV,SUV,5.3,8,A4,X,19.8,15.5,17.9,16,412,,
2005,GMC,C1500 YUKON FFV,SUV,5.3,8,A4,E,26.3,20.8,23.8,12,381,,
2005,GMC,C1500 YUKON XL,SUV,5.3,8,A4,X,18.2,13.5,16.1,18,370,,
2005,GMC,C1500 YUKON XL FFV,SUV,5.3,8,A4,X,18.1,13.3,15.9,18,366,,
2005,GMC,C1500 YUKON XL FFV,SUV,5.3,8,A4,E,23.9,17.5,21.0,13,336,,
2005,GMC,CANYON,PICKUP TRUCK - STANDARD,2.8,4,A4,X,14.8,10.3,12.8,22,294,,
2005,GMC,CANYON,PICKUP TRUCK - STANDARD,2.8,4,M5,X,13.7,9.7,11.9,24,274,,
2005,GMC,CANYON,PICKUP TRUCK - STANDARD,3.5,5,A4,X,14.7,10.9,13.0,22,299,,
2005,GMC,CANYON,PICKUP TRUCK - STANDARD,3.5,5,M5,X,14.7,10.2,12.7,22,292,,
2005,GMC,CANYON 4X4,PICKUP TRUCK - STANDARD,2.8,4,A4,X,15.2,11.1,13.4,21,308,,
2005,GMC,CANYON 4X4,PICKUP TRUCK - STANDARD,2.8,4,M5,X,14.9,11.0,13.1,22,301,,
2005,GMC,CANYON 4X4,PICKUP TRUCK - STANDARD,3.5,5,A4,X,15.2,11.4,13.5,21,311,,
2005,GMC,CANYON 4X4,PICKUP TRUCK - STANDARD,3.5,5,M5,X,14.9,11.0,13.1,22,301,,
2005,GMC,ENVOY,SUV,4.2,6,A4,X,16.8,12.2,14.7,19,338,,
2005,GMC,ENVOY,SUV,5.3,8,A4,X,17.6,12.6,15.3,18,352,,
2005,GMC,ENVOY 4X4,SUV,4.2,6,A4,X,17.3,12.5,15.1,19,347,,
2005,GMC,ENVOY XL,SUV,4.2,6,A4,X,17.8,13.1,15.7,18,361,,
2005,GMC,ENVOY XL,SUV,5.3,8,A4,X,17.6,12.6,15.3,18,352,,
2005,GMC,ENVOY XL 4X4,SUV,4.2,6,A4,X,19.0,13.8,16.7,17,384,,
2005,GMC,ENVOY XL 4X4,SUV,5.3,8,A4,X,18.4,13.5,16.2,17,373,,
2005,GMC,ENVOY XUV,SUV,4.2,6,A4,X,17.8,13.1,15.7,18,361,,
2005,GMC,ENVOY XUV,SUV,5.3,8,A4,X,16.9,12.2,14.8,19,340,,
2005,GMC,ENVOY XUV 4X4,SUV,4.2,6,A4,X,19.0,13.8,16.7,17,384,,
2005,GMC,ENVOY XUV 4X4,SUV,5.3,8,A4,X,18.4,13.5,16.2,17,373,,
2005,GMC,G15 SAVANA PASSENGER,VAN - PASSENGER,4.3,6,A4,X,18.4,14.2,16.5,17,380,,
2005,GMC,G15 SAVANA PASSENGER,VAN - PASSENGER,5.3,8,A4,X,18.2,13.5,16.1,18,370,,
2005,GMC,G15/25 SAVANA CARGO,VAN - CARGO,4.3,6,A4,X,18.2,13.8,16.2,17,373,,
2005,GMC,G15/25 SAVANA CARGO,VAN - CARGO,5.3,8,A4,X,18.0,13.6,16.0,18,368,,
2005,GMC,H15 SAVANA PASSENGER AWD,VAN - PASSENGER,5.3,8,A4,X,18.8,15.3,17.2,16,396,,
2005,GMC,H15/25 SAVANA CARGO AWD,VAN - CARGO,5.3,8,A4,X,18.2,14.3,16.4,17,377,,
2005,GMC,JIMMY 4X4,SUV,4.3,6,A4,X,19.1,14.7,17.2,16,396,,
2005,GMC,JIMMY 4X4,SUV,4.3,6,M5,X,17.3,12.8,15.3,18,352,,
2005,GMC,K1500 SIERRA 4X4,PICKUP TRUCK - STANDARD,4.3,6,A4,X,19.1,14.7,17.2,16,396,,
2005,GMC,K1500 SIERRA 4X4,PICKUP TRUCK - STANDARD,4.3,6,M5,X,17.7,13.0,15.6,18,359,,
2005,GMC,K1500 SIERRA 4X4,PICKUP TRUCK - STANDARD,4.8,8,A4,X,16.7,13.0,15.0,19,345,,
2005,GMC,K1500 SIERRA 4X4,PICKUP TRUCK - STANDARD,4.8,8,M5,X,18.4,13.3,16.1,18,370,,
2005,GMC,K1500 SIERRA 4X4,PICKUP TRUCK - STANDARD,5.3,8,A4,X,17.6,13.6,15.8,18,363,,
2005,GMC,K1500 SIERRA 4X4 FFV,PICKUP TRUCK - STANDARD,5.3,8,A4,X,18.3,14.2,16.4,17,377,,
2005,GMC,K1500 SIERRA 4X4 FFV,PICKUP TRUCK - STANDARD,5.3,8,A4,E,24.1,18.9,21.8,13,349,,
2005,GMC,K1500 SIERRA DENALI AWD,PICKUP TRUCK - STANDARD,6.0,8,A4,Z,21.9,17.3,19.8,14,455,,
2005,GMC,K1500 SIERRA HYBRID 4X4,PICKUP TRUCK - STANDARD,5.3,8,A4,X,16.0,13.3,14.7,19,338,,
2005,GMC,K1500 YUKON 4X4,SUV,4.8,8,A4,X,17.0,13.0,15.2,19,350,,
2005,GMC,K1500 YUKON 4X4,SUV,5.3,8,A4,X,18.6,15.0,17.0,17,391,,
2005,GMC,K1500 YUKON 4X4 FFV,SUV,5.3,8,A4,X,19.8,15.5,17.9,16,412,,
2005,GMC,K1500 YUKON 4X4 FFV,SUV,5.3,8,A4,E,26.3,20.8,23.8,12,381,,
2005,GMC,K1500 YUKON AWD,SUV,5.3,8,A4,X,18.8,15.3,17.2,16,396,,
2005,GMC,K1500 YUKON AWD FFV,SUV,5.3,8,A4,X,19.8,15.5,17.9,16,412,,
2005,GMC,K1500 YUKON AWD FFV,SUV,5.3,8,A4,E,26.3,20.8,23.8,12,381,,
2005,GMC,K1500 YUKON DENALI AWD,SUV,6.0,8,A4,X,21.9,17.3,19.8,14,455,,
2005,GMC,K1500 YUKON DENALI XL AWD,SUV,6.0,8,A4,X,21.9,17.3,19.8,14,455,,
2005,GMC,K1500 YUKON XL 4X4,SUV,5.3,8,A4,X,18.8,15.3,17.2,16,396,,
2005,GMC,K1500 YUKON XL 4X4 FFV,SUV,5.3,8,A4,X,19.8,15.5,17.9,16,412,,
2005,GMC,K1500 YUKON XL 4X4 FFV,SUV,5.3,8,A4,E,26.3,20.8,23.8,12,381,,
2005,GMC,K1500 YUKON XL AWD,SUV,5.3,8,A4,X,18.8,15.3,17.2,16,396,,
2005,GMC,K1500 YUKON XL AWD FFV,SUV,5.3,8,A4,X,19.8,15.5,17.9,16,412,,
2005,GMC,K1500 YUKON XL AWD FFV,SUV,5.3,8,A4,E,26.3,20.8,23.8,12,381,,
